S.NO.,PROGRAM GROUP,TRANSFORMATION,ACTIVITY ID,ACTIVITY DESCRIPTION,START DATE,END DATE,UNIT,PLANNED QTY,YEAR,MONTH
978,BLD-2248-D-INE|B|16|16'2,HVAC SYSTEM OF OFFICE BLOCK,2560,SITC of Ahu Vfd Starter Panel 5.5Kw,12-12-2019,17-03-2022,EA,4,2020,8
979,BLD-2248-D-INE|B|16|16'3,HVAC SYSTEM OF OFFICE BLOCK,2561,SITC of Ahu Vfd Starter Panel 3.7Kw,12-12-2019,17-03-2022,EA,2,2020,8
980,BLD-2248-D-INE|B|16|16'4,HVAC SYSTEM OF OFFICE BLOCK,2562,SITC of Ahu Vfd Starter Panel 2.2Kw,12-12-2019,17-03-2022,EA,2,2020,8
981,BLD-2248-D-INE|B|17|17'1,HVAC SYSTEM OF OFFICE BLOCK,2563,SITC of 0.2 Kw Dol Starter For Exhust,12-12-2019,17-03-2022,EA,4,2020,8
982,BLD-2248-D-INE|B|17|17'2,HVAC SYSTEM OF OFFICE BLOCK,2564,SITC of 0.5 Kw Dol Starter For Ventltn,12-12-2019,17-03-2022,EA,12,2020,8
983,BLD-2248-D-INE|B|17|17'3,HVAC SYSTEM OF OFFICE BLOCK,2565,SITC of 7.5 Kw Star Delta Starter,12-12-2019,17-03-2022,EA,0,2020,8
984,BLD-2248-D-INE|B|17|17'4,HVAC SYSTEM OF OFFICE BLOCK,2566,SITC of 11Kw Star Delta Starter,12-12-2019,17-03-2022,EA,4,2020,8
985,BLD-2248-D-INE|B|17|17'5,HVAC SYSTEM OF OFFICE BLOCK,2567,SITC of 18.5Kw Star Delta Starter,12-12-2019,17-03-2022,EA,4,2020,8
986,BLD-2248-D-INE|B|17|17'6,HVAC SYSTEM OF OFFICE BLOCK,2568,SITC of 18.5Kw Star Delta Starter,12-12-2019,17-03-2022,EA,1,2020,8
987,BLD-2248-D-INE|B|17|17'7,HVAC SYSTEM OF OFFICE BLOCK,2569,SITC of 18.5Kw Star Delta Starter,12-12-2019,17-03-2022,EA,0,2020,8
988,BLD-2248-D-INE|B|17|17'8,HVAC SYSTEM OF OFFICE BLOCK,2570,SITC of 45Kw Star Delta Starter,12-12-2019,17-03-2022,EA,1,2020,8
989,BLD-2248-D-INE|B|17|17'9,HVAC SYSTEM OF OFFICE BLOCK,2571,SITC of 18.5Kw Star Delta Starter,12-12-2019,17-03-2022,EA,1,2020,8
990,BLD-2248-D-IE|B|17|17'10,HVAC SYSTEM OF OFFICE BLOCK,2572,SITC of 2.2Kw Star Delta Starter,12-12-2019,17-03-2022,EA,2,2020,8
991,BLD-2248-D-INE|B|18|18'1,HVAC SYSTEM OF OFFICE BLOCK,2573,SITC For Mcc of Fresh Air (Doas)Unit,12-12-2019,17-03-2022,EA,1,2020,8
992,BLD-2248-D-PIPE|C|1|1'1,HVAC SYSTEM OF OFFICE BLOCK,2574,SITC of 600Mm Dia Ms Pipes For Chw Line,12-12-2019,17-03-2022,M,0,2020,8
993,BLD-2248-D-PIPE|C|1|1'2,HVAC SYSTEM OF OFFICE BLOCK,2575,SITC of 500Mm Dia Ms Pipes For Chw Line,12-12-2019,17-03-2022,M,0,2020,8
994,BLD-2248-D-PIPE|C|1|1'3,HVAC SYSTEM OF OFFICE BLOCK,2576,SITC of 450Mm Dia Ms Pipes For Chw Line,12-12-2019,17-03-2022,M,0,2020,8
995,BLD-2248-D-PIPE|C|1|1'4,HVAC SYSTEM OF OFFICE BLOCK,2577,SITC of 400Mm Dia Ms Pipes For Chw Line,12-12-2019,17-03-2022,M,0,2020,8
996,BLD-2248-D-PIPE|C|1|1'5,HVAC SYSTEM OF OFFICE BLOCK,2578,SITC of 350Mm Dia Ms Pipes For Chw Line,12-12-2019,17-03-2022,M,175,2020,8
997,BLD-2248-D-PIPE|C|1|1'6,HVAC SYSTEM OF OFFICE BLOCK,2579,SITC of 300Mm Dia Ms Pipes For Chw Line,12-12-2019,17-03-2022,M,395,2020,8
998,BLD-2248-D-PIPE|C|1|1'7,HVAC SYSTEM OF OFFICE BLOCK,2580,SITC of 250Mm Dia Ms Pipes For Chw Line,12-12-2019,17-03-2022,M,112,2020,8
999,BLD-2248-D-PIPE|C|2|2'1,HVAC SYSTEM OF OFFICE BLOCK,2581,SITC of C Cls Ms Pipe 200Mm Dia For Chw,12-12-2019,17-03-2022,M,120,2020,8
1000,BLD-2248-D-PIPE|C|2|2'2,HVAC SYSTEM OF OFFICE BLOCK,2582,SITC of C Cls Ms Pipe 150Mm Dia For Chw,12-12-2019,17-03-2022,M,28,2020,8
1001,BLD-2248-D-PIPE|C|2|2'3,HVAC SYSTEM OF OFFICE BLOCK,2583,SITC of C Cls Ms Pipe 125Mm Dia For Chw,12-12-2019,17-03-2022,M,15,2020,8
1002,BLD-2248-D-PIPE|C|2|2'4,HVAC SYSTEM OF OFFICE BLOCK,2584,SITC of C Cls Ms Pipe 100Mm Dia For Chw,12-12-2019,17-03-2022,M,370,2020,8
1003,BLD-2248-D-PIPE|C|2|2'5,HVAC SYSTEM OF OFFICE BLOCK,2585,SITC of C Cls Ms Pipe 80Mm Dia For Chw,12-12-2019,17-03-2022,M,280,2020,8
1004,BLD-2248-D-PIPE|C|2|2'6,HVAC SYSTEM OF OFFICE BLOCK,2586,SITC of C Cls Ms Pipe 65Mm Dia For Chw,12-12-2019,17-03-2022,M,210,2020,8
1005,BLD-2248-D-PIPE|C|2|2'7,HVAC SYSTEM OF OFFICE BLOCK,2587,SITC of C Cls Ms Pipe 50Mm Dia For Chw,12-12-2019,17-03-2022,M,250,2020,8
1006,BLD-2248-D-PIPE|C|2|2'8,HVAC SYSTEM OF OFFICE BLOCK,2588,SITC of C Cls Ms Pipe 40Mm Dia For Chw,12-12-2019,17-03-2022,M,75,2020,8
1007,BLD-2248-D-PIPE|C|2|2'9,HVAC SYSTEM OF OFFICE BLOCK,2589,SITC of C Cls Ms Pipe 32Mm Dia For Chw,12-12-2019,17-03-2022,M,10,2020,8
1008,BLD-2248-D-PIPE|C|2|2'10,HVAC SYSTEM OF OFFICE BLOCK,2590,SITC of C Cls Ms Pipe 25Mm Dia For Chw,12-12-2019,17-03-2022,M,0,2020,8
1009,BLD-2248-D-PIPE|C|2|2'11,HVAC SYSTEM OF OFFICE BLOCK,2591,SITC of C Cls Ms Pipe 20Mm Dia For Chw,12-12-2019,17-03-2022,M,0,2020,8
1010,BLD-2248-D-PIPE|C|3|3'1,HVAC SYSTEM OF OFFICE BLOCK,2592,SITC of Preinslt Butterfly Vlv 400Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1011,BLD-2248-D-PIPE|C|3|3'2,HVAC SYSTEM OF OFFICE BLOCK,2593,SITC of Noninslt Butterfly Vlv 350Mm Dia,12-12-2019,17-03-2022,EA,3,2020,8
1012,BLD-2248-D-PIPE|C|3|3'3,HVAC SYSTEM OF OFFICE BLOCK,2594,SITC of Preinslt Butterfly Vlv 300Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1013,BLD-2248-D-PIPE|C|3|3'4,HVAC SYSTEM OF OFFICE BLOCK,2595,SITC of Noninslt Butterfly Vlv 250Mm Dia,12-12-2019,17-03-2022,EA,8,2020,8
1014,BLD-2248-D-PIPE|C|3|3'5,HVAC SYSTEM OF OFFICE BLOCK,2596,SITC of Preinslt Butterfly Vlv 200Mm Dia,12-12-2019,17-03-2022,EA,14,2020,8
1015,BLD-2248-D-PIPE|C|3|3'6,HVAC SYSTEM OF OFFICE BLOCK,2597,SITC of Preinslt Butterfly Vlv 200Mm Dia,12-12-2019,17-03-2022,EA,4,2020,8
1016,BLD-2248-D-PIPE|C|3|3'7,HVAC SYSTEM OF OFFICE BLOCK,2598,SITC of Preinslt Butterfly Vlv 150Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1017,BLD-2248-D-PIPE|C|3|3'8,HVAC SYSTEM OF OFFICE BLOCK,2599,SITC of Preinslt Butterfly Vlv 125Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1018,BLD-2248-D-PIPE|C|3|3'9,HVAC SYSTEM OF OFFICE BLOCK,2600,SITC of Preinslt Butterfly Vlv 100Mm Dia,12-12-2019,17-03-2022,EA,32,2020,8
1019,BLD-2248-D-PIPE|C|3|3'10,HVAC SYSTEM OF OFFICE BLOCK,2601,SITC of Preinslt Butterfly Vlv 80Mm Dia,12-12-2019,17-03-2022,EA,2,2020,8
1020,BLD-2248-D-PIPE|C|3|3'11,HVAC SYSTEM OF OFFICE BLOCK,2602,SITC of Preinslt Butterfly Vlv 65Mm Dia,12-12-2019,17-03-2022,EA,8,2020,8
1021,BLD-2248-D-PIPE|C|3|3'12,HVAC SYSTEM OF OFFICE BLOCK,2603,SITC of Preinslt Butterfly Vlv 50Mm Dia,12-12-2019,17-03-2022,EA,6,2020,8
1022,BLD-2248-D-PIPE|C|3|3'13,HVAC SYSTEM OF OFFICE BLOCK,2604,SITC of Preinslt Butterfly Vlv 40Mm Dia,12-12-2019,17-03-2022,EA,6,2020,8
1023,BLD-2248-D-PIPE|C|4|4'1,HVAC SYSTEM OF OFFICE BLOCK,2605,SITC of Preinslt Balancing Vlv 300Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1024,BLD-2248-D-PIPE|C|4|4'2,HVAC SYSTEM OF OFFICE BLOCK,2606,SITC of Noninslt Balancing Vlv 250Mm Dia,12-12-2019,17-03-2022,EA,7,2020,8
1025,BLD-2248-D-PIPE|C|4|4'3,HVAC SYSTEM OF OFFICE BLOCK,2607,SITC of Preinslt Balancing Vlv 200Mm Dia,12-12-2019,17-03-2022,EA,4,2020,8
1026,BLD-2248-D-PIPE|C|5|5'1,HVAC SYSTEM OF OFFICE BLOCK,2608,SITC of Preinsltmtr Btrfly Vlv 300Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1027,BLD-2248-D-PIPE|C|5|5'2,HVAC SYSTEM OF OFFICE BLOCK,2609,SITC of Preinsltmtr Btrfly Vlv 250Mm Dia,12-12-2019,17-03-2022,EA,7,2020,8
1028,BLD-2248-D-PIPE|C|5|5'3,HVAC SYSTEM OF OFFICE BLOCK,2610,SITC of Preinsltmtr Btrfly Vlv 200Mm Dia,12-12-2019,17-03-2022,EA,4,2020,8
1029,BLD-2248-D-PIPE|C|5|5'4,HVAC SYSTEM OF OFFICE BLOCK,2611,SITC of Preinsltmtr Btrfly Vlv 150Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1030,BLD-2248-D-PIPE|C|6|6'1,HVAC SYSTEM OF OFFICE BLOCK,2612,SITC of Ball Valve With Insl 40Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1031,BLD-2248-D-PIPE|C|6|6'2,HVAC SYSTEM OF OFFICE BLOCK,2613,SITC of Ball Valve With Insl 32Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1032,BLD-2248-D-PIPE|C|6|6'3,HVAC SYSTEM OF OFFICE BLOCK,2614,SITC of Ball Valve With Insl 25Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1033,BLD-2248-D-PIPE|C|7|7'1,HVAC SYSTEM OF OFFICE BLOCK,2615,SITC of Ball Valve With Ystrn 25Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1034,BLD-2248-D-PIPE|C|7|7'2,HVAC SYSTEM OF OFFICE BLOCK,2616,SITC of Ball Valve With Ystrn 32Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1035,BLD-2248-D-PIPE|C|8|8'1,HVAC SYSTEM OF OFFICE BLOCK,2617,SITC of Preinslt Check Vlv 300Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1036,BLD-2248-D-PIPE|C|8|8'2,HVAC SYSTEM OF OFFICE BLOCK,2618,SITC of Preinslt Check Vlv 250Mm Dia,12-12-2019,17-03-2022,EA,4,2020,8
1037,BLD-2248-D-PIPE|C|8|8'3,HVAC SYSTEM OF OFFICE BLOCK,2619,SITC of Preinslt Check Vlv 200Mm Dia,12-12-2019,17-03-2022,EA,7,2020,8
1038,BLD-2248-D-PIPE|C|8|8'4,HVAC SYSTEM OF OFFICE BLOCK,2620,SITC of Preinslt Check Vlv 150Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1039,BLD-2248-D-PIPE|C|9|9'1,HVAC SYSTEM OF OFFICE BLOCK,2621,SITC of Preinslt Y Strainer 250Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1040,BLD-2248-D-PIPE|C|9|9'2,HVAC SYSTEM OF OFFICE BLOCK,2622,SITC of Preinslt Y Strainer 200Mm Dia,12-12-2019,17-03-2022,EA,7,2020,8
1041,BLD-2248-D-PIPE|C|9|9'3,HVAC SYSTEM OF OFFICE BLOCK,2623,SITC of Preinslt Y Strainer 150Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1042,BLD-2248-D-PIPE|C|9|9'4,HVAC SYSTEM OF OFFICE BLOCK,2624,SITC of Preinslt Y Strainer 125Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1043,BLD-2248-D-PIPE|C|9|9'5,HVAC SYSTEM OF OFFICE BLOCK,2625,SITC of Preinslt Y Strainer 100Mm Dia,12-12-2019,17-03-2022,EA,15,2020,8
1044,BLD-2248-D-PIPE|C|9|9'6,HVAC SYSTEM OF OFFICE BLOCK,2626,SITC of Preinslt Y Strainer 80Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1045,BLD-2248-D-PIPE|C|9|9'7,HVAC SYSTEM OF OFFICE BLOCK,2627,SITC of Preinslt Y Strainer 65Mm Dia,12-12-2019,17-03-2022,EA,4,2020,8
1046,BLD-2248-D-PIPE|C|9|9'8,HVAC SYSTEM OF OFFICE BLOCK,2628,SITC of Preinslt Y Strainer 50Mm Dia,12-12-2019,17-03-2022,EA,2,2020,8
1047,BLD-2248-D-PIPE|C|9|9'9,HVAC SYSTEM OF OFFICE BLOCK,2629,SITC of Preinslt Y Strainer 40Mm Dia,12-12-2019,17-03-2022,EA,3,2020,8
1048,BLD-2248-D-PIPE|C|9|9'10,HVAC SYSTEM OF OFFICE BLOCK,2630,SITC of Preinslt Y Strainer 30Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1049,BLD-2248-D-PI|C|10|10'1,HVAC SYSTEM OF OFFICE BLOCK,2631,SITC of Pot Strainer 350Mm Dia Pipe,12-12-2019,17-03-2022,EA,1,2020,8
1050,BLD-2248-D-PIC|10|10'2,HVAC SYSTEM OF OFFICE BLOCK,2632,SITC of Pot Strainer 250Mm Dia Pipe,12-12-2019,17-03-2022,EA,0,2020,8
1051,BLD-2248-D-PI|C|10|10'3,HVAC SYSTEM OF OFFICE BLOCK,2633,SITC of Pot Strainer 200Mm Dia Pipe,12-12-2019,17-03-2022,EA,0,2020,8
1052,BLD-2248-D-PI|C|11|11'1,HVAC SYSTEM OF OFFICE BLOCK,2634,SITC of Flexible Connection 300Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1053,BLD-2248-D-PI|C|11|11'2,HVAC SYSTEM OF OFFICE BLOCK,2635,SITC of Flexible Connection 250Mm Dia,12-12-2019,17-03-2022,EA,16,2020,8
1054,BLD-2248-D-PI|C|11|11'3,HVAC SYSTEM OF OFFICE BLOCK,2636,SITC of Flexible Connection 200Mm Dia,12-12-2019,17-03-2022,EA,22,2020,8
1055,BLD-2248-D-PI|C|11|11'4,HVAC SYSTEM OF OFFICE BLOCK,2637,SITC of Flexible Connection 150Mm Dia,12-12-2019,17-03-2022,EA,0,2020,8
1056,BLD-2248-D-PIPE|C|12,HVAC SYSTEM OF OFFICE BLOCK,2638,SITC of Auto Air Vents,12-12-2019,17-03-2022,EA,10,2020,8
1057,BLD-2248-D-PIPE|C|13,HVAC SYSTEM OF OFFICE BLOCK,2639,P&F Probe Type Flow Meter,12-12-2019,17-03-2022,EA,0,2020,8
1058,BLD-2248-D-PIPE|C|14,HVAC SYSTEM OF OFFICE BLOCK,2640,P&F Ss304 Dial Type Pr Gauge Wth Gm Vlv,12-12-2019,17-03-2022,EA,92,2020,8
1059,BLD-2248-D-PIPE|C|15,HVAC SYSTEM OF OFFICE BLOCK,2641,P&F Ss304 Hg Type Pr Gauge Wth Gm Vlv,12-12-2019,17-03-2022,EA,70,2020,8
1060,BLD-2248-D-PI|C|16|16'1,HVAC SYSTEM OF OFFICE BLOCK,2642,SITC of GI Drain Pipe 100Mm Dia,12-12-2019,17-03-2022,M,140,2020,8
1061,BLD-2248-D-PI|C|16|16'2,HVAC SYSTEM OF OFFICE BLOCK,2643,SITC of GI Drain Pipe 50Mm Dia,12-12-2019,17-03-2022,M,72,2020,8
1062,BLD-2248-D-PI|C|16|16'3,HVAC SYSTEM OF OFFICE BLOCK,2644,SITC of GI Drain Pipe 40Mm Dia,12-12-2019,17-03-2022,M,150,2020,8
1063,BLD-2248-D-ARDST|C|1|1'1,HVAC SYSTEM OF OFFICE BLOCK,2645,SITC of 26 G GI Sheet Ducts,12-12-2019,17-03-2022,M2 ,1595,2020,8
1064,BLD-2248-D-ARDST|C|1|1'2,HVAC SYSTEM OF OFFICE BLOCK,2646,SITC of 24 G GI Sheet Ducts,12-12-2019,17-03-2022,M2 ,660,2020,8
1065,BLD-2248-D-ARDST|C|1|1'3,HVAC SYSTEM OF OFFICE BLOCK,2647,SITC of 22 G GI Sheet Ducts,12-12-2019,17-03-2022,M2 ,1280,2020,8
1066,BLD-2248-D-ARDST|C|1|1'4,HVAC SYSTEM OF OFFICE BLOCK,2648,SITC of 20 G GI Sheet Ducts,12-12-2019,17-03-2022,M2 ,200,2020,8
1067,BLD-2248-D-ARDST|C|1|1'5,HVAC SYSTEM OF OFFICE BLOCK,2649,SITC of 18 G GI Sheet Ducts,12-12-2019,17-03-2022,M2 ,1380,2020,8
1068,BLD-2248-D-ARDST|C|2,HVAC SYSTEM OF OFFICE BLOCK,2650,SITC of Fire Wrapping On Duct,12-12-2019,17-03-2022,M2 ,0,2020,8
1069,BLD-2248-D-ARDST|C|3,HVAC SYSTEM OF OFFICE BLOCK,2651,SITC of Flexible Canvas Connection,12-12-2019,17-03-2022,M2 ,20,2020,8
1070,BLD-2248-D-ARDST|C|4,HVAC SYSTEM OF OFFICE BLOCK,2652,SITC of GI Dapmers Within Duct,12-12-2019,17-03-2022,M2 ,0,2020,8
1071,BLD-2248-D-ARDST|C|5|5'1,HVAC SYSTEM OF OFFICE BLOCK,2653,SITC of Smoke & Fire Damper,12-12-2019,17-03-2022,M2 ,55,2020,8
1072,BLD-2248-D-ARDST|C|5|5'2,HVAC SYSTEM OF OFFICE BLOCK,2654,SITC of Actuator For Fd,12-12-2019,17-03-2022,EA,71,2020,8
1073,BLD-2248-D-ARDST|C|5|5'3,HVAC SYSTEM OF OFFICE BLOCK,2655,SITC of Control Panel & Wiring For Fd,12-12-2019,17-03-2022,EA,71,2020,8
1074,BLD-2248-D-ARDST|C|6|6'1,HVAC SYSTEM OF OFFICE BLOCK,2656,SITC of Al Air Grill With Louvers & Vcd,12-12-2019,17-03-2022,M2 ,0,2020,8
1075,BLD-2248-D-ARDST|C|6|6'2,HVAC SYSTEM OF OFFICE BLOCK,2657,SITC of Al Air Grill With Hrzn Fixed Bar,12-12-2019,17-03-2022,M2 ,0,2020,8
1076,BLD-2248-D-ARDST|C|7|7'1,HVAC SYSTEM OF OFFICE BLOCK,2658,SITC of Al Air Grill With Louvers,12-12-2019,17-03-2022,M2 ,97,2020,8
1077,BLD-2248-D-ARDST|C|8,HVAC SYSTEM OF OFFICE BLOCK,2659,SITC of Al Air Transfr Door Grills,12-12-2019,17-03-2022,M2 ,2,2020,8
1078,BLD-2248-D-ARDST|C|9,HVAC SYSTEM OF OFFICE BLOCK,2660,SITC of Auto Pr Relief Damper,12-12-2019,17-03-2022,M2 ,0,2020,8
1079,BLD-2248-D-ADT|C|10|10'1,HVAC SYSTEM OF OFFICE BLOCK,2661,SITC of Al Louver With Bird Screen,12-12-2019,17-03-2022,M2 ,1,2020,8
1080,BLD-2248-D-ADT|C|10|10'2,HVAC SYSTEM OF OFFICE BLOCK,2662,SITC of Ms Louver With Bird Screen,12-12-2019,17-03-2022,M2 ,0,2020,8
1081,BLD-2248-D-INSU|E|1|1'1,HVAC SYSTEM OF OFFICE BLOCK,2663,SITC of 15Mm Thk Acoust Lining On Duct,12-12-2019,17-03-2022,M2 ,300,2020,8
1082,BLD-2248-D-INSU|E|1|1'2,HVAC SYSTEM OF OFFICE BLOCK,2664,SITC of 15Mm Thk Acoust Lining On Duct,12-12-2019,17-03-2022,M2 ,0,2020,8
1083,BLD-2248-D-INSU|E|2|2'1,HVAC SYSTEM OF OFFICE BLOCK,2665,SITC Of19Mm Thk Thermal Insl On S&R Duct,12-12-2019,17-03-2022,M2 ,2765,2020,8
1084,BLD-2248-D-INSU|E|2|2'2,HVAC SYSTEM OF OFFICE BLOCK,2666,SITC Of25Mm Thk Thermal Insl On S&R Duct,12-12-2019,17-03-2022,M2 ,1500,2020,8
1085,BLD-2248-D-INSU|E|3|3'1,HVAC SYSTEM OF OFFICE BLOCK,2667,Sit of Nitrile Rubb Wth Coatng 40Mm Dia,12-12-2019,17-03-2022,M,430,2020,8
1086,BLD-2248-D-INSU|E|3|3'2,HVAC SYSTEM OF OFFICE BLOCK,2668,Sit of Nitrile Rubb Wth Coatng 32Mm Dia,12-12-2019,17-03-2022,M,200,2020,8
1087,BLD-2248-D-INSU|E|3|3'3,HVAC SYSTEM OF OFFICE BLOCK,2669,Sit of Nitrile Rubb Wth Coatng 25Mm Dia,12-12-2019,17-03-2022,M,570,2020,8
1088,BLD-2248-D-INSU|E|3|3'4,HVAC SYSTEM OF OFFICE BLOCK,2670,Sit of Nitrile Rubb Wth Coatng 20Mm Dia,12-12-2019,17-03-2022,M,0,2020,8
1089,BLD-2248-D-INSU|E|3|3'5,HVAC SYSTEM OF OFFICE BLOCK,2671,Sit of Nitrile Rubb Wth Coatng 15Mm Dia,12-12-2019,17-03-2022,M,0,2020,8
1090,BLD-2248-D-INSU|E|3|3'6,HVAC SYSTEM OF OFFICE BLOCK,2672,Sit of Nitrile Rubb Wth Coatng 50Mm Dia,12-12-2019,17-03-2022,M,150,2020,8
1091,BLD-2248-D-INSU|E|3|3'7,HVAC SYSTEM OF OFFICE BLOCK,2673,Sit of Nitrile Rubb Wth Coatng 32Mm Dia,12-12-2019,17-03-2022,M,1000,2020,8
1092,BLD-2248-D-INSU|E|3|3'8,HVAC SYSTEM OF OFFICE BLOCK,2674,Sit of Nitrile Rubb Wth Coatng 25Mm Dia,12-12-2019,17-03-2022,M,500,2020,8
1093,BLD-2248-D-INSU|E|4|4'1,HVAC SYSTEM OF OFFICE BLOCK,2675,Sit of Nitrile Rubb Wth Coatng 150Mm Dia,12-12-2019,17-03-2022,M,330,2020,8
1094,BLD-2248-D-INSU|E|4|4'2,HVAC SYSTEM OF OFFICE BLOCK,2676,Sit of Nitrile Rubb Wth Coatng 125Mm Dia,12-12-2019,17-03-2022,M,60,2020,8
1095,BLD-2248-D-INSU|E|4|4'3,HVAC SYSTEM OF OFFICE BLOCK,2677,Sit of Nitrile Rubb Wth Coatng 100Mm Dia,12-12-2019,17-03-2022,M,15,2020,8
1096,BLD-2248-D-INSU|E|4|4'4,HVAC SYSTEM OF OFFICE BLOCK,2678,Sit of Nitrile Rubb Wth Coatng 80Mm Dia,12-12-2019,17-03-2022,M,715,2020,8
1097,BLD-2248-D-INSU|E|4|4'5,HVAC SYSTEM OF OFFICE BLOCK,2679,Sit of Nitrile Rubb Wth Coatng 65Mm Dia,12-12-2019,17-03-2022,M,950,2020,8
1098,BLD-2248-D-INSU|E|4|4'6,HVAC SYSTEM OF OFFICE BLOCK,2680,Sit of Nitrile Rubb Wth Coatng 50Mm Dia,12-12-2019,17-03-2022,M,1360,2020,8
1099,BLD-2248-D-INSU|E|5|5'1,HVAC SYSTEM OF OFFICE BLOCK,2681,Sit of Nitrile Rubb Wth Coatng 400Mm Dia,12-12-2019,17-03-2022,M,0,2020,8
1100,BLD-2248-D-INSU|E|5|5'2,HVAC SYSTEM OF OFFICE BLOCK,2682,Sit of Nitrile Rubb Wth Coatng 350Mm Dia,12-12-2019,17-03-2022,M,0,2020,8
1101,BLD-2248-D-INSU|E|5|5'3,HVAC SYSTEM OF OFFICE BLOCK,2683,Sit of Nitrile Rubb Wth Coatng 300Mm Dia,12-12-2019,17-03-2022,M,0,2020,8
1102,BLD-2248-D-INSU|E|5|5'4,HVAC SYSTEM OF OFFICE BLOCK,2684,Sit of Nitrile Rubb Wth Coatng 250Mm Dia,12-12-2019,17-03-2022,M,370,2020,8
1103,BLD-2248-D-INSU|E|5|5'5,HVAC SYSTEM OF OFFICE BLOCK,2685,Sit of Nitrile Rubb Wth Coatng 200Mm Dia,12-12-2019,17-03-2022,M,300,2020,8
1104,BLD-2248-D-INSU|E|6|6'1,HVAC SYSTEM OF OFFICE BLOCK,2686,SITC of Acoust Lining On Wall 25Mm Thck,12-12-2019,17-03-2022,M2 ,350,2020,8
1105,BLD-2248-D-T&C|F,HVAC SYSTEM OF OFFICE BLOCK,2687,Charges For System T&C By Third Party,12-12-2019,17-03-2022,LOT,1,2020,8
1106,BLD-2248-D-|G|1'1|1'1'1,HVAC SYSTEM OF HOSTEL BLOCK,2688,SITC of Odu 22Hp Gf,12-12-2019,17-03-2022,EA,1,2020,8
1107,BLD-2248-D-|G|1'1|1'1'2,HVAC SYSTEM OF HOSTEL BLOCK,2689,SITC of Odu 42Hp 7Th Flr,12-12-2019,17-03-2022,EA,1,2020,8
1108,BLD-2248-D-G|1'1|1'1'3|I,HVAC SYSTEM OF HOSTEL BLOCK,2690,SITC of Odu 58Hp 8Th Flr,12-12-2019,17-03-2022,EA,1,2020,8
1109,BLD-2248-D-G|1'1|1'1'1II,HVAC SYSTEM OF HOSTEL BLOCK,2691,SITC of Odu 66Hp 8Th Flr,12-12-2019,17-03-2022,EA,1,2020,8
1110,BLD-2248-D-VRF|1'1'4,HVAC SYSTEM OF HOSTEL BLOCK,2692,SITC of Odu 42Hp 9 To 17Th Flr,12-12-2019,17-03-2022,EA,9,2020,8
1111,BLD-2248-D-VRF|1'1'5,HVAC SYSTEM OF HOSTEL BLOCK,2693,SITC of Odu 48Hp 18Th Flr,12-12-2019,17-03-2022,EA,1,2020,8
1112,BLD-2248-D-VRF|1'1'6,HVAC SYSTEM OF HOSTEL BLOCK,2694,SITC of Odu 28Hp 19Th Flr,12-12-2019,17-03-2022,EA,1,2020,8
1113,BLD-2248-D-VRF|1'1'7,HVAC SYSTEM OF HOSTEL BLOCK,2695,SITC of Odu 66Hp Doas Unit,12-12-2019,17-03-2022,EA,1,2020,8
1114,BLD-2248-D-G|1'2|1'2'1,HVAC SYSTEM OF HOSTEL BLOCK,2696,SITC of Hiwall 1.6Tr 8Th Flr,12-12-2019,17-03-2022,EA,2,2020,8
1115,BLD-2248-D-G|1'2|1'2'2,HVAC SYSTEM OF HOSTEL BLOCK,2697,SITC of Hiwall 1.6Tr 18Th Flr,12-12-2019,17-03-2022,EA,1,2020,8
1116,BLD-2248-D-G|1|1'2|1'2'3,HVAC SYSTEM OF HOSTEL BLOCK,2698,SITC of Hiwall 2Tr 18Th Flr,12-12-2019,17-03-2022,EA,1,2020,8
1117,BLD-2248-D-G|1|1'2|1'2'4,HVAC SYSTEM OF HOSTEL BLOCK,2699,SITC of Hiwall 2Tr 8Th Flr Vc Room,12-12-2019,17-03-2022,EA,1,2020,8
1118,BLD-2248-D-G|1|1'2|1'2'5,HVAC SYSTEM OF HOSTEL BLOCK,2700,SITC of Hiwall 2Tr 18Th Flr Gym,12-12-2019,17-03-2022,EA,7,2020,8
